Date,Shown,Clicked,Converted,Avg_cost_per_click,Total_revenue,Ad_group,Region,Device_type,CTR
16-04-2019,94352,3867,38,1.03,749.91,ad_group_2,South America,Desktop,0.041
15-01-2015,2334,305,18,2.75,3349.97,AdGroup_1,East,Mobile,0.1116
30-03-2017,71510,3936,70,0.9,1031.07,ad_group_4,South America,Mobile,0.055
09-03-2017,59685,2276,52,1.02,735.65,ad_group_5,Europe,Mobile,0.0381
18-06-2015,97899,4766,49,1.1,848.63,ad_group_2,North America,Desktop,0.0487
23-01-2016,53822,2022,34,1.02,1094.51,ad_group_2,Europe,Mobile,0.0376
14-11-2018,98607,4217,53,0.93,451.35,ad_group_4,South America,Desktop,0.0428
15-01-2015,2019,258,7,0.95,1258.04,AdGroup_15,North,Desktop,0.0962
15-01-2015,3455,413,15,1.96,8341.65,AdGroup_21,South,Desktop,0.12
08-08-2015,54469,4720,68,1.02,622.09,ad_group_4,North America,Desktop,0.0867
11-05-2020,67619,3827,66,0.87,725.48,ad_group_4,South America,Mobile,0.0566
26-10-2017,77755,2726,39,0.82,1026.69,ad_group_2,Europe,Desktop,0.0351
31-10-2015,94969,4342,49,1.17,1133.48,ad_group_4,North America,Mobile,0.0457
22-02-2019,78212,1509,54,1.11,548.67,ad_group_3,Europe,Mobile,0.0193
09-07-2019,71390,3327,62,1.1,679.77,ad_group_4,South America,Desktop,0.0466
14-03-2016,76469,4160,60,0.81,1040.08,ad_group_2,North America,Mobile,0.0544
14-06-2016,95100,4272,56,1.07,743.21,ad_group_4,North America,Desktop,0.0449
15-01-2015,2758,309,67,3.25,3656.57,AdGroup_32,South,Desktop,0.0736
23-11-2018,86446,3631,42,1.19,610.89,ad_group_5,North America,Desktop,0.042
28-09-2018,98776,2362,42,0.93,856.53,ad_group_4,Europe,Mobile,0.0239
30-01-2018,64242,1212,51,1.12,1190.06,ad_group_2,Europe,Mobile,0.0189
20-12-2019,90939,4405,69,0.84,617.98,ad_group_3,North America,Mobile,0.0484
20-08-2015,82042,1195,58,0.98,835.81,ad_group_5,Asia,Desktop,0.0146
15-01-2015,2234,385,6,1,5855.06,AdGroup_13,East,Desktop,0.0821
16-05-2015,71811,4654,70,1.09,973.38,ad_group_3,Europe,Mobile,0.0648
26-01-2015,82836,2762,48,0.83,775.2,ad_group_3,South America,Desktop,0.0333
09-04-2018,56254,4198,68,1.17,754.98,ad_group_2,South America,Desktop,0.0746
04-02-2017,89521,1825,48,0.93,515.86,ad_group_2,Asia,Mobile,0.0204
04-03-2020,99670,3609,68,1,425.93,ad_group_1,North America,Desktop,0.0362
24-12-2018,58309,3416,49,1.16,401.76,ad_group_2,South America,Mobile,0.0586
22-06-2017,97558,1362,41,0.85,1132.48,ad_group_2,North America,Mobile,0.014
12-07-2015,98262,1919,53,1.08,607.95,ad_group_1,North America,Mobile,0.0195
17-10-2015,91176,2813,59,1.1,1188.34,ad_group_1,Europe,Mobile,0.0309
19-02-2016,86315,2924,44,0.85,889.59,ad_group_4,South America,Desktop,0.0339
31-03-2019,50772,1360,65,1,1103.08,ad_group_4,North America,Mobile,0.0268
08-08-2018,65595,4215,33,0.86,414.23,ad_group_2,North America,Desktop,0.0643
19-07-2017,53877,2542,65,0.91,695.39,ad_group_4,North America,Desktop,0.0472
23-09-2019,66064,2670,37,0.9,1189.63,ad_group_1,Asia,Desktop,0.0404
12-04-2020,62086,3927,42,0.89,596.19,ad_group_2,Asia,Desktop,0.0633
09-05-2015,86400,2633,45,0.81,522.35,ad_group_2,Europe,Desktop,0.0305
21-04-2020,81929,2672,54,1.1,557.6,ad_group_1,South America,Desktop,0.0326
05-06-2017,53081,2590,51,1.15,910.18,ad_group_1,North America,Mobile,0.0488
22-08-2015,69392,1500,40,0.97,923.2,ad_group_1,Asia,Desktop,0.0216
22-09-2019,99641,3729,70,0.91,1105.53,ad_group_2,Europe,Desktop,0.0374
04-11-2015,75404,1194,48,1.03,1052.44,ad_group_1,South America,Desktop,0.0158
11-12-2017,92980,2259,51,1.07,1069.57,ad_group_1,Europe,Desktop,0.0243
05-09-2016,88886,1291,61,0.91,695.81,ad_group_3,Asia,Mobile,0.0145
15-01-2018,84210,3183,45,0.88,841.65,ad_group_1,Europe,Desktop,0.0378
24-05-2017,52390,1153,38,1.1,824.47,ad_group_3,Asia,Desktop,0.022
15-01-2015,1361,266,50,2.05,8847.08,AdGroup_18,East,Tablet,0.1577
27-06-2015,55559,4221,36,0.99,1097.07,ad_group_1,South America,Desktop,0.076
15-01-2015,3551,414,75,2.02,1171.1,AdGroup_20,West,Tablet,0.152
27-02-2019,55625,4431,66,1.08,818.57,ad_group_4,North America,Mobile,0.0797
23-04-2018,92898,2532,44,1.16,841.9,ad_group_2,North America,Desktop,0.0273
04-07-2015,63790,4001,37,0.99,468.21,ad_group_4,Europe,Desktop,0.0627
08-11-2019,61384,4686,63,0.89,746.76,ad_group_3,South America,Desktop,0.0763
28-03-2020,68663,4936,47,1.13,598.22,ad_group_2,South America,Mobile,0.0719
09-06-2019,98421,2402,38,0.83,1161.98,ad_group_2,Asia,Mobile,0.0244
24-11-2018,53235,2800,69,0.9,1186.48,ad_group_2,North America,Mobile,0.0526
26-10-2015,87927,3008,61,0.86,447.67,ad_group_4,North America,Mobile,0.0342
07-02-2016,98895,2084,58,0.87,1162.23,ad_group_4,Europe,Mobile,0.0211
29-01-2019,81649,2432,37,0.84,1183.97,ad_group_1,North America,Mobile,0.0298
29-07-2016,71650,3078,69,1.07,806.03,ad_group_3,Europe,Mobile,0.043
15-01-2015,2853,104,50,2.06,2357.88,AdGroup_9,East,Mobile,0.0537
15-01-2015,3478,385,119,2.43,4035.44,AdGroup_14,South,Desktop,0.118
11-03-2017,87139,2492,65,1.12,1155.19,ad_group_3,South America,Desktop,0.0286
28-05-2019,76775,3749,65,1.01,929.68,ad_group_4,South America,Desktop,0.0488
28-06-2015,85590,3646,35,0.97,786.53,ad_group_3,Asia,Mobile,0.0426
26-08-2018,71526,1641,41,1.05,593.86,ad_group_5,Asia,Desktop,0.0229
15-01-2015,1087,442,55,2.7,1518.63,AdGroup_5,West,Desktop,0.0915
28-12-2016,70963,1256,44,1.06,575.7,ad_group_1,Asia,Mobile,0.0177
11-01-2020,71596,1501,34,1.04,1030.13,ad_group_3,Europe,Desktop,0.021
14-07-2018,90168,4432,60,1.09,982.92,ad_group_5,Asia,Desktop,0.0492
06-06-2016,67664,1819,42,0.84,1007.7,ad_group_4,Asia,Mobile,0.0269
29-04-2015,87239,1320,53,0.86,942.78,ad_group_4,South America,Desktop,0.0151
09-04-2016,91193,3871,43,1.01,645.53,ad_group_2,Europe,Mobile,0.0424
21-09-2018,58619,1326,59,0.99,909.66,ad_group_5,Asia,Mobile,0.0226
28-09-2017,89419,4485,34,0.99,1002.55,ad_group_2,South America,Mobile,0.0502
26-05-2016,59409,4819,34,0.91,1144.07,ad_group_3,Asia,Mobile,0.0811
15-05-2020,50695,1634,40,0.91,433.21,ad_group_4,North America,Mobile,0.0322
16-09-2019,97302,2749,38,0.83,635.47,ad_group_2,North America,Mobile,0.0283
15-01-2015,3432,154,54,1.91,476.55,AdGroup_11,North,Desktop,0.0229
09-07-2016,53708,1758,70,1.07,460.1,ad_group_4,North America,Desktop,0.0327
30-01-2019,55477,4616,54,0.87,1193.13,ad_group_2,South America,Mobile,0.0832
25-06-2017,67797,2965,58,1.01,948.33,ad_group_2,South America,Desktop,0.0437
12-09-2016,83790,2151,32,1.16,1151.5,ad_group_2,Europe,Desktop,0.0257
13-09-2016,55220,1757,63,0.96,1084.54,ad_group_2,Asia,Mobile,0.0318
02-01-2016,92654,1571,54,1.15,833.27,ad_group_3,Asia,Desktop,0.017
25-03-2018,84876,1074,59,1.01,536.08,ad_group_2,North America,Mobile,0.0127
26-07-2018,80149,2596,58,0.95,608.97,ad_group_2,Europe,Mobile,0.0324
15-01-2015,3406,583,85,1.35,8244.31,AdGroup_30,North,Tablet,0.1493
08-11-2016,61291,1001,50,1.08,742.84,ad_group_1,Europe,Mobile,0.0163
02-08-2017,67777,1174,31,1.09,543.14,ad_group_3,Europe,Desktop,0.0173
02-07-2018,59886,2038,61,1.14,858.17,ad_group_5,North America,Desktop,0.034
23-07-2015,60919,3383,57,1,542.91,ad_group_2,South America,Mobile,0.0555
24-06-2015,69211,4009,34,1.02,597.88,ad_group_3,North America,Desktop,0.0579
09-01-2020,92303,2499,59,0.83,608.21,ad_group_3,North America,Desktop,0.0271
01-05-2015,64687,4468,48,0.97,465.94,ad_group_3,Asia,Desktop,0.0691
11-10-2015,50861,3716,54,0.87,786.62,ad_group_5,North America,Mobile,0.0731
15-01-2015,746,474,65,3.5,2478.16,AdGroup_33,North,Tablet,0.0299
21-08-2016,94930,1924,66,1.08,872.68,ad_group_2,Europe,Mobile,0.0203
09-02-2018,73690,3229,46,0.86,431.95,ad_group_3,North America,Mobile,0.0438
14-09-2018,64722,4514,49,1.11,1068.39,ad_group_2,Asia,Desktop,0.0697
23-03-2018,87382,4113,46,1.19,422.14,ad_group_1,South America,Mobile,0.0471
08-07-2016,63867,1205,64,1.09,717.02,ad_group_5,Asia,Mobile,0.0189
03-10-2015,90743,3337,59,1.12,802.22,ad_group_4,Asia,Mobile,0.0368
24-11-2017,78441,4813,38,1.15,471.11,ad_group_1,North America,Desktop,0.0614
28-09-2016,94084,4174,33,0.84,867.99,ad_group_3,Asia,Desktop,0.0444
27-12-2015,97611,2428,45,1,528.14,ad_group_1,Asia,Desktop,0.0249
11-12-2019,65654,2245,54,1.11,420.97,ad_group_1,Asia,Desktop,0.0342
19-05-2019,57384,4645,35,1.06,476.21,ad_group_4,North America,Mobile,0.0809
22-08-2017,94685,3184,38,1,818.36,ad_group_1,North America,Mobile,0.0336
28-08-2016,73187,1671,51,1.15,786.27,ad_group_1,Europe,Mobile,0.0228
22-08-2019,80473,3022,36,0.92,1049.83,ad_group_3,Europe,Desktop,0.0376
26-09-2018,74182,1130,46,0.99,521.81,ad_group_1,Asia,Desktop,0.0152
04-10-2018,62831,2170,33,0.89,1062.33,ad_group_4,Asia,Desktop,0.0345
26-02-2017,63527,3702,48,0.82,1118.29,ad_group_3,North America,Mobile,0.0583
15-01-2015,3886,401,107,1.07,2704.68,AdGroup_22,South,Desktop,0.1341
22-08-2016,63104,1461,49,0.84,943.45,ad_group_1,Asia,Mobile,0.0232
14-10-2015,99316,4970,53,1.02,1002.34,ad_group_3,North America,Mobile,0.05
15-01-2015,1924,451,40,2.17,3003.62,AdGroup_20,West,Desktop,0.0478
11-02-2016,73463,3695,66,1.03,917.12,ad_group_3,South America,Desktop,0.0503
26-01-2019,86460,3791,61,1.14,877.45,ad_group_1,North America,Mobile,0.0438
13-06-2015,75568,4930,34,1.13,947.6,ad_group_1,South America,Desktop,0.0652
23-01-2019,56791,2552,52,1.11,1132.61,ad_group_3,South America,Desktop,0.0449
28-02-2016,93538,2297,56,0.96,1193.33,ad_group_1,Asia,Mobile,0.0246
15-01-2015,2481,358,110,1.99,4917.73,AdGroup_26,West,Desktop,0.0149
02-10-2017,81231,2357,61,0.91,1083.68,ad_group_4,North America,Desktop,0.029
24-09-2016,75629,1402,41,0.86,903.73,ad_group_3,Asia,Mobile,0.0185
24-02-2020,82443,3215,45,1.15,1075.11,ad_group_2,South America,Mobile,0.039
30-11-2018,86935,4480,44,0.82,657.79,ad_group_3,Asia,Desktop,0.0515
15-01-2015,2478,526,104,1.11,262.99,AdGroup_14,West,Mobile,0.0701
15-01-2015,843,377,31,0.93,2520.68,AdGroup_27,East,Mobile,0.1441
22-06-2018,93473,3684,39,1.15,1061.86,ad_group_1,Europe,Desktop,0.0394
01-12-2016,75079,4342,58,0.98,692.64,ad_group_3,South America,Mobile,0.0578
02-04-2016,83083,2404,70,0.98,476.6,ad_group_4,South America,Mobile,0.0289
12-10-2016,80686,1501,59,0.84,1167.49,ad_group_5,Asia,Desktop,0.0186
19-06-2017,53525,3916,35,1.13,1063.24,ad_group_4,South America,Desktop,0.0732
19-08-2015,50412,2201,64,0.87,789.08,ad_group_1,South America,Mobile,0.0437
05-02-2020,90301,3489,64,1.05,977.39,ad_group_5,North America,Desktop,0.0386
19-12-2017,89986,2050,66,0.85,406.61,ad_group_4,Asia,Desktop,0.0228
10-08-2018,56198,3938,53,1.08,598.66,ad_group_4,South America,Mobile,0.0701
15-01-2015,4309,283,26,1.65,6980.62,AdGroup_15,South,Desktop,0.0573
16-12-2017,93468,4052,40,0.89,997.05,ad_group_5,North America,Desktop,0.0434
03-12-2017,82373,1334,33,1.17,763.14,ad_group_3,South America,Mobile,0.0162
03-01-2017,82907,3758,47,1.19,813.57,ad_group_4,Asia,Mobile,0.0453
21-11-2015,98915,2219,35,0.94,1074.06,ad_group_4,Asia,Desktop,0.0224
15-01-2015,693,326,33,0.75,7116.79,AdGroup_25,North,Mobile,0.0611
10-01-2016,52281,3691,68,1.15,805.01,ad_group_4,South America,Mobile,0.0706
14-04-2017,80389,4656,40,1.09,906.89,ad_group_5,Asia,Mobile,0.0579
02-11-2019,51861,1411,55,1.14,747.75,ad_group_2,North America,Desktop,0.0272
15-01-2020,81197,2643,33,1.1,583.71,ad_group_1,North America,Mobile,0.0326
18-07-2016,83534,4040,70,0.93,1126.78,ad_group_1,Asia,Desktop,0.0484
25-10-2015,58044,4770,64,1.11,599.18,ad_group_4,South America,Mobile,0.0822
21-07-2017,97228,2675,59,0.88,433.77,ad_group_1,Asia,Desktop,0.0275
28-08-2015,55165,3058,37,0.9,577.33,ad_group_2,Europe,Desktop,0.0554
10-04-2015,64525,3443,68,1.03,1186.83,ad_group_4,South America,Mobile,0.0534
15-01-2015,4143,245,72,0.54,5577.51,AdGroup_3,South,Mobile,0.114
09-10-2015,90845,2181,42,0.91,1164.06,ad_group_5,South America,Desktop,0.024
21-12-2015,86138,4596,47,0.86,951.68,ad_group_1,South America,Mobile,0.0534
12-02-2019,60619,2000,52,0.86,1056.51,ad_group_3,Europe,Mobile,0.033
19-03-2019,60878,3531,32,1.18,712.03,ad_group_3,Europe,Desktop,0.058
04-10-2016,65436,2192,64,1.03,558.56,ad_group_1,Asia,Mobile,0.0335
03-11-2019,83010,3305,33,0.93,845.66,ad_group_5,Asia,Mobile,0.0398
08-10-2019,68219,2133,43,0.82,926.54,ad_group_3,North America,Mobile,0.0313
28-08-2019,70836,4349,38,0.91,595.32,ad_group_5,South America,Mobile,0.0614
12-07-2017,55558,1797,33,1.11,1152.18,ad_group_5,South America,Mobile,0.0323
16-02-2020,83363,4101,59,0.87,956.99,ad_group_5,Asia,Mobile,0.0492
05-05-2015,67849,2036,68,0.81,1133.2,ad_group_4,North America,Mobile,0.03
15-01-2015,3456,524,11,2.45,9518.03,AdGroup_7,South,Mobile,0.0611
05-07-2015,61877,1831,63,1.15,1107.36,ad_group_1,Europe,Desktop,0.0296
26-04-2018,95218,4507,51,0.93,705.71,ad_group_3,South America,Mobile,0.0473
16-06-2016,70961,1562,54,0.99,565.85,ad_group_2,Asia,Mobile,0.022
07-05-2017,59063,2129,62,0.87,1157.18,ad_group_1,Europe,Mobile,0.036
15-10-2019,55237,1570,63,0.98,1176.95,ad_group_1,South America,Mobile,0.0284
29-06-2019,97719,3407,31,0.92,980.55,ad_group_4,South America,Mobile,0.0349
02-10-2018,56324,2868,47,1.07,864.05,ad_group_3,North America,Mobile,0.0509
11-04-2018,92292,1216,69,0.9,1055.99,ad_group_3,Asia,Mobile,0.0132
03-11-2018,79308,2374,35,1.1,814.85,ad_group_5,Asia,Mobile,0.0299
07-03-2015,59737,1790,57,0.82,881.25,ad_group_1,North America,Desktop,0.03
15-02-2020,77974,1270,69,1.02,697.32,ad_group_1,South America,Mobile,0.0163
20-12-2015,93379,3470,67,1.18,400.52,ad_group_2,Asia,Mobile,0.0372
05-10-2016,96676,3589,48,0.99,841.37,ad_group_3,North America,Mobile,0.0371
07-11-2019,57091,2798,41,1,841.36,ad_group_1,Europe,Desktop,0.049
16-04-2020,52201,4549,52,0.82,1066.37,ad_group_1,South America,Desktop,0.0871
25-05-2019,90048,1531,49,1.06,1164.45,ad_group_2,North America,Desktop,0.017
15-01-2015,4956,276,56,2.74,6703.5,AdGroup_2,West,Mobile,0.1371
15-01-2015,2927,131,21,3.28,6174.57,AdGroup_32,South,Desktop,0.1625
31-03-2018,95236,1839,45,1.14,791.12,ad_group_1,South America,Mobile,0.0193
19-02-2015,57960,1087,57,1.08,860.48,ad_group_2,Asia,Mobile,0.0188
15-01-2015,710,46,13,2.38,433.72,AdGroup_3,North,Desktop,0.0907
15-01-2015,3071,518,6,3.35,7432.17,AdGroup_28,South,Mobile,0.0902
14-07-2017,51765,1429,54,1.12,516.49,ad_group_3,North America,Desktop,0.0276
20-04-2017,74176,3846,48,0.94,819.98,ad_group_5,South America,Desktop,0.0518
12-10-2018,70680,4131,38,1.08,897.17,ad_group_1,South America,Mobile,0.0584
15-01-2015,3816,289,77,0.51,4830.09,AdGroup_15,South,Mobile,0.0901
24-01-2015,81742,4814,36,0.93,756.71,ad_group_3,Europe,Mobile,0.0589
18-07-2017,68003,4590,64,0.92,495.92,ad_group_5,North America,Mobile,0.0675
24-02-2017,55664,2118,65,0.8,613.13,ad_group_1,South America,Mobile,0.038
29-01-2018,72841,4850,55,0.93,845.39,ad_group_1,North America,Mobile,0.0666
15-01-2015,1330,290,13,2.07,986.28,AdGroup_25,North,Tablet,0.1679
15-01-2015,1040,213,7,1.89,2332.4,AdGroup_21,West,Tablet,0.0835
04-10-2019,87410,3583,35,0.93,1170.25,ad_group_4,Europe,Mobile,0.041
22-02-2020,79985,3656,47,0.85,518.88,ad_group_3,South America,Desktop,0.0457
16-03-2018,69251,3588,45,0.82,724.82,ad_group_3,Europe,Desktop,0.0518
08-11-2015,79843,2591,54,0.9,871.94,ad_group_4,South America,Mobile,0.0325
18-12-2015,80374,3102,67,0.87,571.52,ad_group_5,North America,Mobile,0.0386
03-11-2015,92795,4870,30,0.88,456.12,ad_group_5,South America,Mobile,0.0525
19-08-2017,79434,1049,65,1.12,691.07,ad_group_5,Asia,Mobile,0.0132
30-10-2017,59752,1434,39,0.91,1061.2,ad_group_4,Asia,Mobile,0.024
28-12-2018,97965,1351,52,0.88,630.89,ad_group_5,North America,Mobile,0.0138
08-12-2018,71285,1435,53,1.07,615.09,ad_group_1,South America,Desktop,0.0201
26-01-2017,64524,4370,30,0.9,894.69,ad_group_2,Europe,Desktop,0.0677
15-01-2015,4776,154,102,1.75,4858.73,AdGroup_4,West,Tablet,0.1315
30-04-2019,87731,4287,58,1.04,714.9,ad_group_3,North America,Desktop,0.0489
23-12-2017,55554,2470,62,0.9,634.77,ad_group_2,Asia,Mobile,0.0445
15-01-2015,3748,417,9,3.19,4373.33,AdGroup_9,East,Mobile,0.1791
12-09-2017,92840,1957,52,1.13,1178.75,ad_group_4,Asia,Mobile,0.0211
14-01-2015,50122,1212,59,1.11,498.52,ad_group_1,Europe,Mobile,0.0242
11-05-2018,57580,4661,60,1.09,724.49,ad_group_4,Europe,Mobile,0.0809
29-05-2016,63941,1410,50,1.13,769.22,ad_group_5,Europe,Mobile,0.0221
14-02-2016,82544,4673,61,1.15,519.23,ad_group_1,Asia,Desktop,0.0566
27-02-2017,66517,4592,38,1.12,722.33,ad_group_1,Europe,Desktop,0.069
15-01-2015,4018,566,15,2.93,9004.11,AdGroup_4,South,Desktop,0.1349
15-01-2015,2762,150,92,2.74,2253.48,AdGroup_16,South,Desktop,0.0215
07-08-2017,86534,4819,68,1.07,475.91,ad_group_3,Europe,Mobile,0.0557
30-12-2016,76276,3706,62,1.15,603.51,ad_group_1,Europe,Desktop,0.0486
09-10-2016,88462,3615,39,0.84,545.61,ad_group_5,Europe,Mobile,0.0409
25-04-2020,66155,1421,62,0.93,889.77,ad_group_5,Asia,Mobile,0.0215
18-01-2016,85398,1924,41,1.18,1021.29,ad_group_1,Asia,Desktop,0.0225
01-04-2017,77196,3410,65,1.02,884.05,ad_group_5,South America,Desktop,0.0442
11-11-2018,72764,3326,64,0.82,952.69,ad_group_1,Europe,Mobile,0.0457
10-07-2018,61414,4853,56,0.84,686.41,ad_group_3,North America,Desktop,0.079
15-01-2015,2837,528,26,1.85,5980.47,AdGroup_16,North,Tablet,0.0434
05-04-2020,77052,1852,39,1.02,418.66,ad_group_2,Asia,Mobile,0.024
15-01-2015,1105,252,22,3.35,3631.34,AdGroup_3,West,Desktop,0.0586
15-01-2015,4296,458,37,0.59,6730.37,AdGroup_1,North,Mobile,0.0853
05-08-2016,91629,1977,70,0.97,944.1,ad_group_4,Asia,Mobile,0.0216
05-05-2018,53270,3416,48,0.99,631.31,ad_group_1,Europe,Desktop,0.0641
06-12-2016,96348,4753,54,1.1,444.24,ad_group_4,North America,Desktop,0.0493
31-08-2018,63955,2197,44,0.9,462.97,ad_group_2,Asia,Mobile,0.0344
17-04-2020,84109,3129,40,0.91,607.65,ad_group_1,South America,Mobile,0.0372
09-01-2015,85881,1697,32,1.07,1061.77,ad_group_4,North America,Mobile,0.0198
13-11-2015,67061,4756,41,0.95,1118.34,ad_group_3,Asia,Mobile,0.0709
15-01-2015,2672,52,119,2.45,5572.61,AdGroup_4,North,Mobile,0.0179
03-03-2016,69854,4934,60,1.18,749.99,ad_group_2,South America,Mobile,0.0706
16-04-2015,63479,1975,52,1.13,1139.3,ad_group_5,Asia,Mobile,0.0311
31-01-2020,98551,3361,63,0.97,792.28,ad_group_5,North America,Desktop,0.0341
02-05-2015,88673,4550,44,0.99,622.88,ad_group_3,Europe,Mobile,0.0513
13-09-2018,76876,2053,55,1.01,1048.12,ad_group_5,Europe,Desktop,0.0267
06-02-2020,71255,4647,44,1.17,897.44,ad_group_5,North America,Desktop,0.0652
25-02-2018,91009,2391,54,1.09,1166.82,ad_group_3,North America,Desktop,0.0263
28-03-2019,63880,2720,61,1.05,432.12,ad_group_3,South America,Mobile,0.0426
26-04-2015,94311,3013,32,0.96,936.1,ad_group_3,South America,Mobile,0.0319
19-09-2018,89871,2890,37,0.8,498.83,ad_group_5,North America,Mobile,0.0322
15-01-2015,759,527,57,3.45,919.95,AdGroup_20,South,Tablet,0.1262
16-11-2016,85486,4983,64,1.12,1178.67,ad_group_4,Europe,Mobile,0.0583
16-01-2017,75294,3137,67,0.89,966.35,ad_group_5,North America,Mobile,0.0417
21-09-2017,99659,1721,47,0.87,1194.68,ad_group_1,Asia,Desktop,0.0173
15-01-2015,2043,57,61,3.15,4967.71,AdGroup_15,West,Mobile,0.0219
21-02-2017,75356,2826,67,1.2,550.96,ad_group_1,North America,Desktop,0.0375
11-10-2018,50909,4982,48,0.92,1037.82,ad_group_3,Europe,Desktop,0.0979
12-01-2017,72549,3514,49,1.12,796.77,ad_group_3,South America,Mobile,0.0484
06-07-2016,58223,4427,44,0.94,786.11,ad_group_1,Europe,Mobile,0.076
29-03-2015,91699,3750,65,1.03,988.78,ad_group_5,Europe,Desktop,0.0409
11-01-2019,99947,1369,50,1.1,919.42,ad_group_1,Asia,Desktop,0.0137
15-01-2015,3167,258,80,1.41,8081.75,AdGroup_27,East,Tablet,0.032
05-11-2018,62226,4932,55,1.17,1021.01,ad_group_4,Asia,Mobile,0.0793
27-09-2017,90638,2369,63,1.02,743.78,ad_group_2,Europe,Desktop,0.0261
26-03-2019,99822,2509,60,1.06,493.27,ad_group_1,South America,Desktop,0.0251
09-09-2018,82002,1789,50,0.96,846.31,ad_group_1,North America,Mobile,0.0218
27-06-2016,90425,2639,30,0.96,548.73,ad_group_1,Asia,Desktop,0.0292
14-03-2019,76229,2702,53,0.84,1083.89,ad_group_4,South America,Desktop,0.0354
09-05-2016,57765,3876,36,0.85,712.37,ad_group_2,Europe,Desktop,0.0671
18-07-2019,71856,1004,69,0.81,942,ad_group_4,Europe,Desktop,0.014
15-01-2015,4545,235,112,1.99,6029.3,AdGroup_13,North,Mobile,0.058
11-09-2018,63083,2966,69,0.97,500.16,ad_group_2,North America,Mobile,0.047
14-09-2019,77213,2268,69,0.99,887.32,ad_group_2,Europe,Mobile,0.0294
13-03-2015,65416,1434,45,1.02,480,ad_group_3,South America,Desktop,0.0219
05-03-2015,59660,1106,58,1.03,859.22,ad_group_1,South America,Mobile,0.0185
10-02-2020,69039,2373,42,0.87,780.9,ad_group_2,South America,Desktop,0.0344
07-07-2018,50628,4941,40,1.14,504.36,ad_group_1,North America,Desktop,0.0976
25-04-2017,64706,4980,60,0.91,554.77,ad_group_5,North America,Desktop,0.077
13-04-2018,76630,2482,45,0.85,617.99,ad_group_2,Europe,Mobile,0.0324
19-04-2018,61632,3640,40,1,705.42,ad_group_1,Asia,Desktop,0.0591
14-02-2020,83749,1980,46,1.11,420.77,ad_group_3,North America,Mobile,0.0236
26-07-2019,70692,3821,46,0.96,779.68,ad_group_5,North America,Mobile,0.0541
23-08-2018,58587,3888,43,1.18,462.14,ad_group_3,South America,Mobile,0.0664
20-07-2017,72416,4401,61,1.07,798.95,ad_group_3,Asia,Mobile,0.0608
02-09-2018,96816,2000,63,1.03,545.42,ad_group_5,Europe,Desktop,0.0207
25-07-2015,68998,2700,38,0.95,674.6,ad_group_3,South America,Desktop,0.0391
21-04-2017,80359,1038,62,0.81,1105.86,ad_group_1,South America,Mobile,0.0129
10-06-2020,51944,3717,30,0.93,706.96,ad_group_1,North America,Desktop,0.0716
11-07-2016,83988,2411,42,1.06,1012.98,ad_group_4,Europe,Desktop,0.0287
13-01-2016,60106,1290,57,0.91,850.12,ad_group_5,South America,Desktop,0.0215
19-06-2016,92364,2375,36,0.96,1054.81,ad_group_4,North America,Mobile,0.0257
15-01-2015,3124,327,53,3.45,5044.95,AdGroup_35,South,Mobile,0.1166
26-12-2018,65915,2486,47,1.16,839.94,ad_group_1,North America,Mobile,0.0377
18-07-2015,92445,2452,33,1.08,941.59,ad_group_3,North America,Desktop,0.0265
15-07-2016,60583,3790,50,1.19,952.71,ad_group_3,South America,Mobile,0.0626
15-01-2015,3401,430,68,2.76,4246.82,AdGroup_9,South,Mobile,0.1057
13-08-2016,67624,3107,48,1.03,1195.6,ad_group_2,North America,Mobile,0.0459
03-06-2016,66663,4020,59,0.87,1099.66,ad_group_2,Asia,Desktop,0.0603
05-11-2015,56767,3455,69,1.05,402.97,ad_group_5,North America,Desktop,0.0609
17-02-2020,82975,2920,62,1.12,859.76,ad_group_3,Asia,Mobile,0.0352
06-09-2017,97155,4509,46,1.17,596.93,ad_group_2,Asia,Desktop,0.0464
01-03-2015,97718,4245,53,0.87,1184.98,ad_group_3,South America,Desktop,0.0434
16-04-2017,64841,1477,39,1.16,498.9,ad_group_2,Asia,Desktop,0.0228
15-01-2015,770,209,79,2.49,1882.66,AdGroup_32,South,Tablet,0.1036
27-07-2015,62054,1776,52,1.03,656.49,ad_group_1,Europe,Mobile,0.0286
06-11-2019,65239,2048,34,1,686.1,ad_group_5,Asia,Desktop,0.0314
11-10-2019,82595,2795,57,1.01,646.71,ad_group_5,North America,Desktop,0.0338
27-01-2019,94206,4208,50,0.86,924.37,ad_group_2,Europe,Mobile,0.0447
12-06-2015,55519,3830,65,1.14,1085.87,ad_group_3,North America,Mobile,0.069
31-08-2019,52771,1241,48,1.11,804,ad_group_4,Asia,Mobile,0.0235
24-09-2018,63719,1512,35,0.98,468.05,ad_group_1,South America,Desktop,0.0237
30-04-2020,56482,1352,39,1.11,588.75,ad_group_2,North America,Mobile,0.0239
14-09-2015,86888,2637,34,0.91,730.64,ad_group_5,Europe,Desktop,0.0303
21-05-2016,73669,2785,53,1.16,910.61,ad_group_4,Asia,Mobile,0.0378
11-09-2019,89845,4791,54,1,421.65,ad_group_1,Asia,Desktop,0.0533
27-04-2020,80591,4888,58,1.09,1062.56,ad_group_3,South America,Mobile,0.0607
